YCR046C	510	197.0	381.0	273.0	309.0
tD(GUC)G1	72	1080077.0	1047657.0	330417.0	904038.0
tD(GUC)G2	72	27076.0	25628.0	8207.0	35792.0
YKL204W	1899	327.0	680.0	486.0	621.0
YOR266W	1272	52.0	152.0	119.0	129.0
YDR393W	1371	70.0	209.0	180.0	138.0
YGL171W	1695	319.0	515.0	246.0	350.0
YPR194C	2634	37.0	83.0	1403.0	911.0
YGR019W	1416	296.0	606.0	739.0	567.0
YBL033C	1038	124.0	287.0	352.0	399.0
tE(UUC)G1	72	78127.0	86824.0	45313.0	81898.0
tE(UUC)G3	72	78208.0	86099.0	44359.0	81376.0
tE(UUC)G2	72	110027.0	122629.0	41685.0	93047.0
YJL188C	309	0.0	1.0	0.0	0.0
YLL057C	1239	11.0	19.0	111.0	106.0
YPL060C-A	3315	25.0	36.0	89.0	64.0
YNL229C	1065	190.0	411.0	236.0	336.0
YNL277W	1461	86.0	79.0	109.0	82.0
YMR040W	483	10.0	31.0	36.0	28.0
YDR077W	1017	3948.0	23245.0	14038.0	16595.0
YMR266W	2862	1150.0	1002.0	776.0	1530.0
YKR064W	2592	137.0	306.0	208.0	219.0
YPL089C	2031	131.0	371.0	166.0	356.0
YGR277C	918	147.0	279.0	149.0	209.0
YDL139C	672	24.0	90.0	24.0	40.0
YDR246W	660	60.0	153.0	136.0	150.0
YOR288C	957	134.0	275.0	161.0	218.0
YDL240C-A	138	0.0	0.0	0.0	0.0
YCR028C	1539	225.0	296.0	189.0	250.0
YML054C	1776	12.0	163.0	170.0	142.0
YLR179C	606	975.0	801.0	542.0	1022.0
YOR141C	2646	391.0	923.0	584.0	558.0
YPL280W	714	0.0	12.0	19.0	14.0
YBL106C	3033	147.0	175.0	149.0	289.0
YGL044C	891	122.0	334.0	126.0	152.0
YER107C	1098	228.0	399.0	227.0	329.0
YBR038W	2892	685.0	1536.0	1254.0	1542.0
YER076W-A	348	3.0	4.0	7.0	0.0
YGR259C	441	0.0	19.0	1.0	7.0
YEL047C	1413	865.0	1151.0	808.0	1004.0
YPR016C	738	665.0	2471.0	683.0	950.0
YOR208W	2253	122.0	412.0	229.0	251.0
YDL055C	1086	7456.0	11365.0	9542.0	8980.0
YML009C	213	93.0	250.0	242.0	248.0
YML072C	4638	3872.0	5991.0	3748.0	4499.0
YDR142C	1128	56.0	108.0	106.0	136.0
YFL044C	906	149.0	234.0	195.0	180.0
RDN37-2	5354	1847491.0	2482629.0	2582169.0	2426197.0
YBL113W-A	483	1.0	1.0	9.0	2.0
YKL019W	951	148.0	264.0	175.0	206.0
YJL130C	6645	10354.0	11587.0	24755.0	21660.0
YBL085W	2943	501.0	603.0	733.0	581.0
YBR116C	528	8.0	13.0	11.0	6.0
YDR166C	2916	274.0	568.0	391.0	406.0
YHR212W-A	204	0.0	3.0	3.0	2.0
YDR082W	1485	49.0	123.0	94.0	99.0
YDR348C	1500	239.0	302.0	295.0	319.0
YKL182W	6156	18517.0	27470.0	28503.0	37220.0
YDR333C	2172	310.0	724.0	418.0	532.0
YKL018C-A	300	2.0	4.0	5.0	4.0
YPL027W	738	4.0	3.0	8.0	0.0
YKL135C	2181	339.0	718.0	515.0	496.0
YLR363C	657	72.0	151.0	109.0	93.0
YDR179C	489	34.0	54.0	39.0	49.0
YML089C	369	3.0	6.0	7.0	16.0
YLR431C	1362	33.0	84.0	76.0	88.0
YKR046C	852	141.0	364.0	395.0	438.0
YJR005W	2103	267.0	512.0	430.0	469.0
YJL116C	1014	16.0	44.0	154.0	266.0
YMR030W	1131	37.0	71.0	108.0	113.0
YER030W	462	226.0	307.0	425.0	425.0
YIR026C	1095	215.0	291.0	92.0	151.0
YJR072C	1158	452.0	675.0	421.0	593.0
YEL030C-A	315	0.0	2.0	0.0	3.0
YKR039W	1809	86.0	482.0	3368.0	2870.0
YGL003C	1701	101.0	249.0	153.0	180.0
YPL009C	3117	719.0	1265.0	829.0	1093.0
YDR268W	1140	98.0	161.0	187.0	214.0
YGL192W	1803	8.0	5.0	19.0	3.0
YDL117W	2658	343.0	676.0	342.0	398.0
YMR131C	1536	1063.0	1679.0	841.0	898.0
YMR293C	1395	63.0	131.0	101.0	119.0
YJL214W	1710	15.0	29.0	20.0	29.0
YIL105C	2061	194.0	568.0	333.0	428.0
YML126C	1476	2787.0	2132.0	2239.0	2643.0
YLR189C	3597	324.0	701.0	563.0	683.0
YIL150C	1716	71.0	111.0	128.0	116.0
YLR349W	507	10.0	3.0	12.0	7.0
YHL046C	363	2.0	2.0	1.0	2.0
YBR212W	2019	337.0	957.0	488.0	722.0
YJR109C	3357	926.0	4045.0	5830.0	4182.0
YCR044C	1074	228.0	358.0	286.0	343.0
YLR254C	570	45.0	162.0	55.0	89.0
YGR085C	525	3919.0	5827.0	3895.0	3474.0
YPL105C	2550	470.0	1027.0	546.0	759.0
tD(GUC)M	72	48113.0	44915.0	14283.0	60061.0
YGR145W	2124	446.0	930.0	389.0	446.0
YJR094C	1083	35.0	62.0	34.0	61.0
YDR248C	582	79.0	93.0	94.0	126.0
YGL154C	819	29.0	64.0	66.0	73.0
tK(UUU)Q	74	2700.0	5606.0	10301.0	20270.0
tK(UUU)P	73	10208.0	11698.0	8801.0	9694.0
tK(UUU)O	73	12903.0	14098.0	14023.0	13470.0
YBR129C	987	120.0	222.0	163.0	168.0
tK(UUU)K	73	27.0	40.0	23.0	41.0
tK(UUU)D	73	13558.0	15468.0	14517.0	13805.0
YJR123W	678	13946.0	19581.0	12968.0	13281.0
YKL099C	753	111.0	215.0	89.0	98.0
YDR315C	846	41.0	84.0	62.0	61.0
YLR394W	1449	66.0	143.0	151.0	125.0
YNL104C	1860	2413.0	5458.0	4426.0	4857.0
YNL151C	756	200.0	302.0	195.0	192.0
YNR066C	1311	47.0	49.0	62.0	74.0
YLR220W	969	266.0	597.0	534.0	520.0
YIL045W	1617	67.0	214.0	117.0	116.0
YMR232W	2034	46.0	69.0	81.0	44.0
YNL083W	1485	88.0	182.0	160.0	155.0
YGR038C-A	1323	1123.0	1078.0	1149.0	1658.0
YGR038C-B	5268	4214.0	4201.0	4691.0	5775.0
YMR238W	1377	388.0	842.0	493.0	428.0
YER168C	1641	251.0	477.0	320.0	399.0
YPL265W	1827	1092.0	2405.0	976.0	1178.0
YOR227W	3741	445.0	1145.0	779.0	921.0
YOR081C	2250	218.0	598.0	336.0	443.0
YEL026W	381	995.0	1458.0	708.0	943.0
YGR050C	357	16.0	32.0	8.0	24.0
YDR021W	1200	68.0	180.0	59.0	67.0
YGL063W	1113	49.0	90.0	55.0	66.0
YPL212C	1635	425.0	857.0	499.0	487.0
YOL157C	1770	18.0	45.0	55.0	62.0
YOR345C	351	3.0	4.0	1.0	2.0
YPR095C	3681	292.0	484.0	361.0	402.0
YOR310C	1536	3935.0	5290.0	5421.0	83169.0
YDR188W	1641	1649.0	2764.0	1694.0	1757.0
YAL027W	786	29.0	71.0	63.0	69.0
YGL236C	2010	153.0	274.0	242.0	304.0
YNL296W	315	1.0	2.0	5.0	2.0
YDR017C	3153	374.0	734.0	394.0	559.0
YAR061W	204	3.0	1.0	5.0	1.0
YIL090W	1476	257.0	396.0	254.0	356.0
YBR183W	951	44.0	242.0	99.0	100.0
YOL048C	1029	60.0	257.0	195.0	169.0
YML039W	5268	12681.0	12853.0	13774.0	17735.0
YCR007C	720	19.0	43.0	93.0	110.0
YDR016C	285	77.0	83.0	110.0	100.0
YEL004W	1029	64.0	97.0	73.0	92.0
YPR057W	1026	89.0	219.0	171.0	157.0
YLL032C	2478	155.0	334.0	214.0	321.0
YDR116C	858	127.0	376.0	244.0	292.0
YPL119C-A	264	6.0	15.0	10.0	14.0
YHR130C	336	9.0	24.0	38.0	20.0
YLR030W	792	10.0	12.0	42.0	50.0
YDR122W	3195	479.0	1126.0	762.0	898.0
YOL062C	1476	299.0	503.0	405.0	470.0
YNL234W	1281	46.0	61.0	36.0	21.0
YLR467W	5391	635.0	874.0	949.0	1038.0
YJL194W	1542	160.0	474.0	246.0	252.0
YOL015W	1761	23.0	53.0	38.0	44.0
YDL070W	1917	751.0	946.0	1031.0	634.0
YOR241W	1647	351.0	609.0	465.0	451.0
YLR056W	1098	2250.0	2690.0	1529.0	2019.0
YPR039W	336	6.0	27.0	14.0	29.0
YMR054W	2673	657.0	1203.0	804.0	870.0
YKL110C	942	111.0	227.0	150.0	147.0
tE(UUC)Q	72	1595.0	3517.0	14564.0	11154.0
YNL255C	462	1049.0	2185.0	963.0	1202.0
YLR204W	336	110.0	305.0	177.0	159.0
YML097C	1356	143.0	280.0	180.0	196.0
YKR007W	555	68.0	155.0	68.0	103.0
YDL096C	327	0.0	0.0	1.0	0.0
YHR193C	525	2544.0	4071.0	2153.0	3107.0
YBL099W	1638	2698.0	6432.0	18128.0	17091.0
YJR035W	3258	149.0	280.0	195.0	242.0
YOR126C	717	82.0	114.0	100.0	163.0
YGL027C	2502	970.0	1172.0	869.0	979.0
YOR119C	1455	169.0	290.0	284.0	236.0
YNL196C	897	0.0	5.0	4.0	1.0
YNL187W	1074	51.0	49.0	86.0	57.0
YMR141C	309	4.0	3.0	2.0	0.0
YMR101C	1032	6.0	20.0	17.0	20.0
YCL045C	2283	1323.0	1720.0	1154.0	1449.0
YCR061W	1896	385.0	948.0	297.0	371.0
YOR199W	330	0.0	2.0	7.0	0.0
YPR115W	3252	376.0	682.0	808.0	1185.0
YHR088W	888	176.0	383.0	189.0	183.0
YBR017C	2757	983.0	1903.0	871.0	1310.0
YPR162C	1590	152.0	295.0	165.0	230.0
YGR166W	1683	96.0	242.0	129.0	118.0
YDL161W	1365	277.0	684.0	342.0	438.0
YKL050C	2769	51.0	94.0	115.0	112.0
YJR055W	495	27.0	63.0	33.0	26.0
YGL099W	1923	697.0	823.0	480.0	527.0
YFL030W	1158	34.0	69.0	426.0	360.0
YIL119C	1224	158.0	271.0	266.0	234.0
YPL193W	1146	119.0	175.0	119.0	135.0
YNL005C	1116	241.0	448.0	483.0	449.0
YGL217C	342	0.0	0.0	3.0	1.0
YJL144W	315	13.0	88.0	28.0	43.0
YBR012W-B	5271	9478.0	9463.0	9535.0	12918.0
YBR012W-A	1323	2800.0	2736.0	2932.0	4263.0
YJR139C	1080	3066.0	3457.0	3462.0	3581.0
YBR133C	2484	455.0	613.0	467.0	796.0
YBR162C	1368	4177.0	5681.0	4165.0	5473.0
YGR260W	1605	867.0	600.0	617.0	770.0
YJL079C	900	297.0	626.0	1952.0	2911.0
YGL019W	837	363.0	568.0	379.0	438.0
YGR201C	678	52.0	74.0	136.0	101.0
YNL172W	5247	270.0	519.0	497.0	588.0
YNL058C	951	197.0	536.0	331.0	444.0
YPL160W	3273	6031.0	7738.0	5927.0	6380.0
YOL083C-A	141	0.0	0.0	0.0	0.0
YNL023C	2898	272.0	458.0	261.0	346.0
YDR214W	1053	628.0	1070.0	1036.0	1404.0
YIL126W	4080	1219.0	2001.0	1422.0	1381.0
YLR295C	375	184.0	603.0	922.0	1022.0
YER175W-A	165	3.0	2.0	10.0	6.0
YHR168W	1557	92.0	136.0	124.0	99.0
YOR064C	660	44.0	117.0	98.0	130.0
YOR159C	285	63.0	76.0	54.0	65.0
tY(GUA)F2	75	8143.0	8684.0	16781.0	14496.0
tY(GUA)F1	75	11481.0	12206.0	24784.0	18563.0
YOR130C	879	79.0	147.0	134.0	125.0
YOL081W	9240	1489.0	3895.0	2027.0	3089.0
YOL036W	2286	304.0	623.0	561.0	646.0
YGL148W	1131	1689.0	1903.0	1363.0	1703.0
YOR031W	210	19.0	44.0	52.0	36.0
YPR204C-A	483	0.0	0.0	3.0	1.0
YBR282W	441	68.0	202.0	108.0	140.0
YDR194C	1995	799.0	1238.0	1195.0	1107.0
YOL114C	609	18.0	23.0	31.0	51.0
YGR084C	1020	140.0	342.0	291.0	272.0
YNR030W	1656	539.0	645.0	498.0	651.0
YAL037C-A	93	0.0	1.0	0.0	0.0
YAL037C-B	975	0.0	1.0	4.0	0.0
YKL076C	384	31.0	98.0	60.0	43.0
YDR466W	2697	197.0	415.0	312.0	365.0
YFR045W	930	59.0	147.0	149.0	114.0
YIL002C	2841	233.0	353.0	295.0	405.0
YGR159C	1245	1927.0	1882.0	1435.0	1390.0
YLR369W	1974	144.0	389.0	232.0	257.0
YFR032C	870	6.0	17.0	18.0	12.0
YNL118C	2913	597.0	820.0	909.0	965.0
YGL228W	1734	738.0	1124.0	939.0	792.0
YJR117W	1362	823.0	1169.0	1022.0	1295.0
YBR196C-A	150	1.0	5.0	3.0	4.0
YBR196C-B	105	2.0	6.0	2.0	1.0
YIL030W-A	339	24.0	41.0	21.0	25.0
YLR357W	2670	348.0	625.0	538.0	510.0
YER127W	1074	204.0	485.0	167.0	155.0
YBL015W	1581	168.0	384.0	1431.0	1154.0
YLR017W	1014	443.0	736.0	337.0	404.0
YHR110W	639	157.0	185.0	173.0	264.0
YBR041W	2010	498.0	591.0	544.0	502.0
tD(GUC)I2	72	24326.0	23258.0	7487.0	30542.0
tD(GUC)I1	72	26738.0	25168.0	7738.0	33053.0
YOR394W	495	5.0	11.0	14.0	1.0
YCL068C	783	9.0	27.0	17.0	16.0
YDL039C	2097	55.0	55.0	23.0	48.0
YKL202W	582	2.0	2.0	4.0	1.0
YGR122C-A	129	5.0	2.0	2.0	9.0
YOR264W	1293	299.0	497.0	374.0	392.0
YNL042W-B	258	16604.0	31141.0	14905.0	24601.0
YBL029C-A	285	21.0	142.0	91.0	55.0
tE(UUC)E3	72	30771.0	33515.0	21336.0	32071.0
YGL173C	4587	3695.0	4071.0	3772.0	4837.0
tE(UUC)E1	72	78408.0	86984.0	46277.0	81291.0
YOR366W	354	8.0	16.0	9.0	4.0
YNL275W	1731	95.0	205.0	161.0	108.0
YAR015W	921	455.0	1290.0	598.0	852.0
YOR384W	2085	24.0	17.0	28.0	8.0
YLL051C	2139	272.0	401.0	160.0	337.0
YDR427W	1182	600.0	1179.0	725.0	759.0
YLR079W	855	207.0	580.0	298.0	358.0
YLR408C	369	21.0	80.0	71.0	53.0
YMR093W	1542	396.0	911.0	292.0	340.0
YKR066C	1086	373.0	805.0	764.0	950.0
YDR079W	336	55.0	145.0	130.0	57.0
YMR268C	1335	77.0	193.0	79.0	81.0
YOR169C	465	3.0	7.0	3.0	2.0
YML070W	1755	783.0	1257.0	1315.0	1357.0
YHR175W-A	150	13.0	57.0	21.0	35.0
YPR072W	1683	491.0	838.0	604.0	720.0
YMR108W	2064	2796.0	4712.0	4119.0	5064.0
YCR091W	2163	67.0	232.0	201.0	246.0
YER062C	753	404.0	1147.0	447.0	376.0
YDR244W	1839	186.0	400.0	280.0	300.0
YER189W	369	23.0	38.0	54.0	32.0
YJL009W	327	1.0	2.0	5.0	0.0
YDL137W	546	921.0	1572.0	1459.0	1417.0
YGR271W	5904	582.0	1342.0	794.0	990.0
YDR233C	888	2289.0	3067.0	2293.0	3010.0
YGR071C	2583	138.0	282.0	133.0	220.0
YCR106W	2499	129.0	169.0	185.0	165.0
YBL100C	315	0.0	0.0	0.0	0.0
YER109C	2400	118.0	218.0	217.0	228.0
YDR489W	885	71.0	154.0	116.0	121.0
YPL282C	495	0.0	1.0	3.0	0.0
YPR049C	3537	189.0	354.0	264.0	366.0
YDL057W	987	42.0	63.0	79.0	67.0
YPR014C	330	2.0	0.0	1.0	1.0
tK(CUU)D2	73	5348.0	6576.0	8508.0	6669.0
YEL045C	426	107.0	145.0	50.0	116.0
tK(CUU)D1	73	14044.0	18154.0	23747.0	18138.0
YPL235W	1416	570.0	986.0	650.0	723.0
YLR122C	378	2.0	8.0	21.0	9.0
YLR155C	1089	213.0	299.0	225.0	366.0
YBL087C	414	3008.0	4003.0	2096.0	2398.0
YJL132W	2253	63.0	128.0	149.0	103.0
YGL190C	1581	292.0	692.0	400.0	457.0
YBR110W	1350	234.0	329.0	300.0	343.0
YDR144C	1791	730.0	741.0	390.0	540.0
YFL046W	624	83.0	167.0	167.0	149.0
YOR103C	393	137.0	269.0	102.0	191.0
YKL137W	336	84.0	254.0	182.0	156.0
YDR447C	411	2793.0	4683.0	3051.0	2861.0
YAL061W	1254	92.0	290.0	270.0	142.0
YNL324W	396	2.0	0.0	5.0	3.0
YPR145W	1719	3088.0	5560.0	4781.0	4289.0
YJL063C	717	188.0	366.0	268.0	320.0
YMR149W	861	658.0	952.0	565.0	617.0
YPL021W	564	3.0	3.0	8.0	2.0
YIR010W	1731	149.0	345.0	330.0	244.0
YDR331W	1236	274.0	629.0	272.0	302.0
YJL114W	681	13.0	13.0	34.0	17.0
YKR044W	1332	87.0	111.0	85.0	88.0
YLR433C	1662	228.0	355.0	280.0	371.0
YMR068W	1281	41.0	106.0	68.0	71.0
YLR157C-A	1323	1328.0	1392.0	1610.0	2006.0
YLR157C-C	132	5.0	5.0	18.0	10.0
YLR157C-B	5268	4648.0	4876.0	5846.0	6690.0
YNL164C	1056	71.0	134.0	136.0	96.0
YER032W	2631	230.0	416.0	299.0	327.0
YJR070C	978	1112.0	1245.0	781.0	902.0
YGL005C	840	77.0	150.0	134.0	160.0
YIR024C	651	43.0	115.0	75.0	90.0
YDL111C	798	200.0	401.0	178.0	250.0
YMR133W	1287	6.0	9.0	24.0	43.0
YPL007C	1767	91.0	227.0	184.0	175.0
YKL159C	636	30.0	120.0	190.0	153.0
YDR507C	3429	705.0	1204.0	891.0	996.0
YKR075W-A	270	1.0	7.0	5.0	7.0
YLR138W	2958	699.0	1276.0	754.0	943.0
YJL158C	684	3177.0	6078.0	4954.0	7186.0
YLR396C	2076	157.0	463.0	296.0	327.0
YBR245C	3390	744.0	1250.0	981.0	879.0
YJL216C	1746	34.0	31.0	66.0	40.0
YBR210W	429	86.0	107.0	92.0	119.0
YPL103C	1407	97.0	208.0	147.0	193.0
YIL103W	1278	180.0	340.0	249.0	376.0
YIL152W	708	45.0	88.0	63.0	98.0
YML045W-A	1323	3045.0	2984.0	2935.0	4270.0
YJR096W	849	95.0	299.0	240.0	187.0
YAL010C	1482	54.0	156.0	115.0	116.0
YGR143W	2316	249.0	756.0	434.0	465.0
YGR112W	1170	69.0	120.0	150.0	150.0
YLR256W	4509	1470.0	3401.0	1502.0	2486.0
YHR174W	1314	87618.0	84293.0	43679.0	41695.0
YOR012W	414	15.0	17.0	14.0	16.0
YLR192C	798	867.0	991.0	906.0	886.0
YDL213C	678	240.0	424.0	240.0	328.0
YDR317W	1245	21.0	21.0	35.0	19.0
YDR478W	597	29.0	70.0	60.0	50.0
YKL097C	411	0.0	1.0	1.0	4.0
YOL164W-A	183	0.0	0.0	4.0	0.0
YNL106C	3552	189.0	346.0	357.0	384.0
YOR378W	1548	30.0	23.0	21.0	11.0
YFR015C	2127	124.0	1027.0	831.0	1039.0
YMR230W	318	2336.0	3181.0	2165.0	2356.0
YIL092W	1902	89.0	136.0	122.0	95.0
YAR009C	3591	2823.0	3007.0	3426.0	3940.0
YLR321C	1281	204.0	489.0	221.0	306.0
YBR004C	1302	112.0	273.0	101.0	155.0
YGR052W	1110	13.0	69.0	61.0	20.0
YJR161C	1152	63.0	127.0	126.0	105.0
YOR278W	828	78.0	124.0	153.0	134.0
tS(AGA)H	82	14485.0	18781.0	28546.0	17546.0
tS(AGA)J	82	0.0	0.0	1.0	2.0
YNL085W	2493	1719.0	2555.0	2078.0	2387.0
YGL061C	744	70.0	140.0	79.0	88.0
tS(AGA)A	82	14373.0	18651.0	26033.0	18308.0
YPL210C	1923	597.0	1059.0	826.0	774.0
tS(AGA)B	82	46965.0	58591.0	67339.0	60122.0
tS(AGA)E	82	46817.0	58431.0	66440.0	59820.0
tS(AGA)G	82	14678.0	19125.0	25546.0	19599.0
YOR087W	2028	297.0	531.0	528.0	524.0
YGL234W	2409	2476.0	3554.0	2002.0	2972.0
YOR347C	1521	134.0	692.0	328.0	445.0
YPR093C	867	33.0	123.0	61.0	73.0
YAL029C	4416	868.0	1525.0	976.0	1321.0
YOL155C	2904	282.0	7109.0	716.0	721.0
YDR421W	2853	268.0	509.0	753.0	393.0
YGR186W	2208	734.0	1437.0	967.0	1074.0
YDR294C	1770	572.0	923.0	711.0	888.0
YHR135C	1617	586.0	960.0	689.0	1107.0
YDR015C	240	0.0	1.0	1.0	2.0
YBR181C	711	8092.0	10426.0	7782.0	6943.0
tN(GUU)P	74	17116.0	21386.0	25972.0	18467.0
YOR078W	645	155.0	209.0	177.0	182.0
YOR243C	2031	737.0	1062.0	516.0	613.0
YMR165C	2589	184.0	401.0	339.0	356.0
YCR005C	1383	602.0	1532.0	355.0	543.0
YGR296W	5580	684.0	919.0	997.0	1092.0
YMR005W	1167	190.0	324.0	233.0	254.0
YPR055W	3198	345.0	797.0	481.0	477.0
YHR037W	1728	480.0	1067.0	1664.0	1420.0
YLR032W	3510	252.0	501.0	350.0	344.0
YDR114C	303	1.0	3.0	1.0	0.0
YLL030C	342	1.0	2.0	7.0	3.0
YDL185C-A	228	0.0	0.0	2.0	0.0
YLL065W	351	3.0	4.0	5.0	2.0
YPR046W	546	31.0	86.0	81.0	82.0
YBR099C	384	6.0	32.0	8.0	11.0
YEL020C	1683	103.0	188.0	139.0	150.0
YOL060C	2121	373.0	678.0	477.0	793.0
YIR018C-A	138	23.0	33.0	27.0	31.0
YOR382W	462	336.0	403.0	53.0	69.0
YNL232W	879	199.0	337.0	174.0	203.0
YDL076C	885	105.0	236.0	118.0	162.0
YOR225W	330	2.0	4.0	3.0	0.0
YDR120C	1713	532.0	809.0	538.0	523.0
YLR465C	309	8.0	4.0	3.0	2.0
YJL192C	705	477.0	637.0	524.0	497.0
YEL020C-B	198	0.0	0.0	0.0	0.0
YLR054C	2175	15.0	43.0	69.0	51.0
YLR009W	600	337.0	791.0	408.0	303.0
YDR063W	450	119.0	329.0	191.0	221.0
YBR209W	318	2.0	1.0	4.0	0.0
YOR292C	930	60.0	143.0	76.0	102.0
YLR423C	1254	41.0	85.0	105.0	106.0
YDR278C	318	67224.0	99808.0	63845.0	98013.0
YLR105C	1134	83.0	109.0	70.0	109.0
YML091C	3609	195.0	946.0	2188.0	2330.0
YHR191C	402	46.0	103.0	68.0	71.0
YDL098C	585	44.0	36.0	80.0	51.0
YLR202C	327	27.0	74.0	22.0	62.0
YLR299C-A	93	0.0	4.0	0.0	3.0
YKR005C	1578	54.0	104.0	105.0	76.0
YMR143W	432	3682.0	5706.0	3159.0	3246.0
YCR063W	474	32.0	117.0	68.0	75.0
YNL189W	1629	1445.0	2615.0	1729.0	1785.0
YCL047C	777	74.0	99.0	110.0	97.0
YGL122C	1578	449.0	826.0	568.0	645.0
YDL018C	678	92.0	283.0	133.0	199.0
YOR120W	939	33.0	590.0	3591.0	2459.0
YPR160W	2709	188.0	3541.0	4059.0	3095.0
YBL060W	2064	87.0	180.0	181.0	176.0
YBR019C	2100	261.0	1403.0	57125.0	54274.0
YKL056C	504	3811.0	4000.0	2783.0	3008.0
YKL065W-A	222	1.0	1.0	3.0	0.0
YGR160W	612	7.0	6.0	28.0	2.0
YDL163W	303	2.0	1.0	2.0	0.0
YPL068C	882	73.0	131.0	92.0	81.0
YJR057W	651	98.0	204.0	136.0	139.0
YKL178C	1413	18.0	14.0	43.0	58.0
YFL032W	321	501.0	718.0	501.0	1228.0
YLR377C	1047	4.0	7.0	20.0	16.0
YCL044C	1254	137.0	314.0	198.0	329.0
YAL059W	639	145.0	310.0	81.0	122.0
YNL007C	1059	1288.0	2253.0	1665.0	1811.0
YPL148C	522	15.0	33.0	38.0	59.0
YJR137C	4329	724.0	930.0	947.0	903.0
YDR397C	441	145.0	230.0	199.0	198.0
YMR021C	1254	87.0	185.0	121.0	130.0
YMR074C	438	444.0	612.0	589.0	530.0
YDR378C	261	281.0	361.0	270.0	293.0
YJR039W	3366	109.0	248.0	225.0	177.0
YDL158C	309	36.0	46.0	32.0	31.0
YOR104W	849	55.0	198.0	127.0	162.0
YFL009W	2340	322.0	586.0	397.0	481.0
YLR297W	390	18.0	71.0	57.0	58.0
YLR279W	390	2.0	5.0	3.0	0.0
YDR216W	3972	184.0	1437.0	2626.0	2080.0
YIL120W	1692	46.0	75.0	65.0	67.0
YNL021W	2121	251.0	393.0	329.0	361.0
YGR095C	672	87.0	218.0	107.0	125.0
YCL027W	1539	122.0	307.0	92.0	88.0
snR3	194	8931.0	17753.0	12614.0	7241.0
snR5	204	6099.0	8620.0	4124.0	5302.0
