Gene	Expression	UWCounts	UWFrac
YKL137W	259.0	15	0.133928571429
YDR447C	30500.0	24	0.175182481752
YAL061W	3090.0	45	0.107655502392
YJL063C	3030.0	21	0.0878661087866
YMR149W	8450.0	40	0.1393728223
YIR010W	1310.0	70	0.121317157712
YDR331W	1560.0	74	0.179611650485
YKR044W	319.0	52	0.117117117117
YLR433C	7040.0	94	0.169675090253
YMR068W	1180.0	55	0.128805620609
YJR070C	39900.0	34	0.104294478528
YGL005C	1360.0	50	0.178571428571
YIR024C	589.0	25	0.115207373272
YDL111C	7110.0	45	0.169172932331
YPL007C	2070.0	114	0.193548387097
YKL159C	521.0	36	0.169811320755
YDR507C	736.0	178	0.155730533683
YLR138W	1480.0	150	0.152129817444
YJL158C	12500.0	44	0.19298245614
YLR396C	830.0	121	0.174855491329
YBR245C	1500.0	185	0.163716814159
YPL103C	178.0	63	0.134328358209
YIL103W	2530.0	73	0.171361502347
YJR096W	6960.0	46	0.162544169611
YAL010C	768.0	100	0.202429149798
YGR143W	468.0	166	0.215025906736
YGR112W	623.0	47	0.120512820513
YHR174W	2610.0	48	0.109589041096
YLR192C	17900.0	37	0.139097744361
YDL213C	8970.0	22	0.0973451327434
YDR478W	172.0	34	0.170854271357
YFR015C	6300.0	100	0.141043723554
YMR230W	7650.0	13	0.122641509434
YIL092W	105.0	116	0.182965299685
YLR321C	3940.0	59	0.138173302108
YGR052W	339.0	64	0.172972972973
YJR161C	815.0	66	0.171875
YOR278W	1360.0	53	0.192028985507
YNL085W	3430.0	167	0.200962695548
YGL061C	996.0	43	0.173387096774
YPL210C	11800.0	103	0.160686427457
YOR087W	1310.0	121	0.17899408284
YGL234W	35800.0	115	0.143212951432
YOR347C	2130.0	74	0.145956607495
YAL029C	2210.0	219	0.148777173913
YDR421W	319.0	156	0.16403785489
YGR186W	1920.0	107	0.145380434783
YDR294C	13100.0	85	0.14406779661
YHR135C	1630.0	69	0.128014842301
YBR181C	38800.0	25	0.105485232068
YOR078W	2120.0	24	0.111627906977
YOR243C	4150.0	132	0.194977843427
YMR165C	3910.0	140	0.162224797219
YCR005C	2310.0	72	0.156182212581
YMR005W	1940.0	70	0.179948586118
YHR037W	17200.0	90	0.15625
YLR032W	1520.0	209	0.178632478632
YPR046W	279.0	16	0.0879120879121
YOL060C	5890.0	107	0.151343705799
YNL232W	5550.0	45	0.153583617747
YDL076C	3060.0	57	0.193220338983
YDR120C	15500.0	92	0.16112084063
YJL192C	11700.0	45	0.191489361702
YDR063W	3040.0	19	0.126666666667
YLR423C	358.0	70	0.167464114833
YLR105C	319.0	50	0.132275132275
YML091C	1160.0	239	0.198669991687
YDL098C	907.0	33	0.169230769231
YMR143W	33800.0	29	0.201388888889
YCR063W	1900.0	10	0.0632911392405
YNL189W	2790.0	98	0.180478821363
YCL047C	830.0	33	0.127413127413
YGL122C	9670.0	66	0.125475285171
YDL018C	3190.0	34	0.150442477876
YKL056C	27800.0	24	0.142857142857
YJR057W	2980.0	36	0.165898617512
YLR377C	589.0	44	0.126074498567
YCL044C	3410.0	55	0.131578947368
YAL059W	2840.0	35	0.164319248826
YNL007C	20300.0	50	0.14164305949
YPL148C	486.0	25	0.14367816092
YJR137C	2900.0	285	0.197505197505
YDR397C	2950.0	18	0.122448979592
YMR021C	14800.0	75	0.179425837321
YMR074C	2550.0	24	0.164383561644
YOR104W	996.0	63	0.222614840989
YLR297W	922.0	18	0.138461538462
YNL021W	3050.0	126	0.178217821782
YGR095C	10800.0	30	0.133928571429
YAL033W	2230.0	22	0.126436781609
YNR049C	1380.0	38	0.18009478673
YOL112W	1730.0	74	0.150101419878
YNL251C	19600.0	100	0.173611111111
YBR266C	339.0	38	0.251655629139
YBR164C	5190.0	36	0.195652173913
YHR074W	172.0	106	0.148251748252
YFR030W	1580.0	177	0.170849420849
YJL146W	1850.0	84	0.178723404255
YKL078W	721.0	124	0.16847826087
YPL053C	4380.0	88	0.196868008949
YLR351C	4510.0	35	0.119863013699
YJR111C	1890.0	41	0.144366197183
YER152C	1390.0	45	0.101351351351
YLR015W	1310.0	69	0.136363636364
YHR116W	1360.0	18	0.118421052632
YPL259C	4420.0	88	0.18487394958
YGR093W	1270.0	81	0.159448818898
YLR442C	1400.0	164	0.167517875383
YOR386W	688.0	105	0.185512367491
YHL038C	1360.0	89	0.141045958796
YDR425W	1800.0	115	0.183706070288
YML076C	907.0	178	0.18835978836
YKR060W	3060.0	45	0.163636363636
YHR094C	23300.0	119	0.208406304729
YER069W	1180.0	156	0.180555555556
YMR091C	3510.0	71	0.162844036697
YER012W	21800.0	32	0.160804020101
YHR098C	12200.0	175	0.188172043011
YDL135C	1670.0	29	0.142857142857
YCR093W	4300.0	372	0.176386913229
YBR069C	504.0	90	0.145161290323
YGR077C	538.0	99	0.167796610169
YGR255C	2940.0	91	0.189583333333
YBL102W	279.0	35	0.162037037037
YLR120C	5440.0	127	0.222807017544
YNL068C	656.0	157	0.181923522596
YJR080C	2290.0	69	0.174683544304
YDR146C	688.0	129	0.181690140845
YBR112C	3890.0	117	0.120992761117
YNL326C	2130.0	62	0.183976261128
YDR337W	6960.0	44	0.15331010453
YJL061W	9470.0	131	0.183473389356
YPR147C	2010.0	63	0.206557377049
YDR441C	937.0	22	0.120879120879
YPL094C	16500.0	36	0.130909090909
YOR101W	2050.0	58	0.187096774194
YER020W	4570.0	45	0.1
YJL112W	3730.0	110	0.153846153846
YML058W	18800.0	17	0.161904761905
YBR188C	1430.0	19	0.13475177305
YLR435W	13400.0	25	0.121359223301
YJR076C	9280.0	50	0.120192307692
YKL157W	2910.0	164	0.172088142707
YBR003W	1560.0	71	0.149789029536
YOL140W	2300.0	74	0.174528301887
YPR129W	1280.0	50	0.142857142857
YDL113C	358.0	112	0.17472698908
YMR135C	639.0	68	0.149122807018
YPL005W	1760.0	117	0.192751235585
YBR247C	21600.0	78	0.161157024793
YLR185W	21800.0	22	0.247191011236
YJL210W	339.0	37	0.136029411765
YLR398C	5770.0	215	0.166925465839
YIL154C	5110.0	10	0.028818443804
YIL101C	195.0	100	0.154320987654
YMR290W-A	217.0	28	0.241379310345
YKL004W	4170.0	83	0.206467661692
YPL101W	358.0	54	0.118161925602
YLR258W	14600.0	114	0.161473087819
YJR098C	1230.0	133	0.202435312024
YDL211C	3360.0	68	0.182305630027
YKL095W	2250.0	33	0.118279569892
YIL094C	19100.0	56	0.150537634409
YLR451W	125.0	144	0.162344983089
YFR017C	639.0	26	0.132653061224
YIL076W	23100.0	42	0.141414141414
YOL044W	1070.0	68	0.177083333333
YLR323C	996.0	37	0.142307692308
YOR085W	4030.0	51	0.145299145299
YGL067W	846.0	76	0.197402597403
YNL087W	2630.0	190	0.161153519932
YBR278W	784.0	22	0.108910891089
YDR296W	2610.0	22	0.0969162995595
YGL232W	2630.0	46	0.158620689655
YPR091C	861.0	157	0.203631647211
YGR141W	623.0	76	0.162393162393
YHR137W	7700.0	105	0.204280155642
YBR187W	2170.0	51	0.181494661922
YMR198W	98.9	75	0.126050420168
YCR003W	1690.0	38	0.20652173913
YMR163C	736.0	121	0.171388101983
YLR418C	538.0	69	0.175126903553
YER059W	1240.0	78	0.185273159145
YPL153C	6900.0	134	0.16301703163
YOL066C	1540.0	82	0.138513513514
YGL167C	6900.0	177	0.186119873817
YEL022W	7700.0	267	0.182876712329
YHR072W	2190.0	109	0.148907103825
YDL074C	2980.0	116	0.16547788873
YJL190C	40400.0	22	0.167938931298
YMR218C	432.0	196	0.177697189483
YNL265C	4760.0	47	0.157190635452
YNL230C	815.0	39	0.102631578947
YJL042W	279.0	208	0.148677626876
YNL301C	63700.0	28	0.149732620321
YMR058W	1050.0	102	0.160125588697
YDR061W	1580.0	80	0.148148148148
YOR290C	217.0	299	0.175469483568
YKL114C	7250.0	65	0.176630434783
YML024W	30900.0	27	0.197080291971
YML093W	1470.0	122	0.135555555556
YHR197W	7820.0	140	0.183246073298
YLR200W	784.0	8	0.0695652173913
YKR003W	2550.0	66	0.146993318486
YER175C	937.0	56	0.186666666667
YIR012W	19700.0	63	0.145833333333
YCL049C	656.0	55	0.17571884984
YGL107C	4800.0	112	0.173106646059
YGR271C-A	2840.0	28	0.119658119658
YDR169C	639.0	89	0.173151750973
YMR272C	3290.0	66	0.171428571429
YPR108W	51900.0	67	0.155813953488
YKL054C	3380.0	98	0.132611637348
YGR162W	9760.0	147	0.154249737671
YDL165W	2120.0	27	0.140625
YDR032C	2330.0	33	0.165829145729
YKL023W	1730.0	33	0.118705035971
YJR051W	432.0	86	0.171314741036
YFL034W	1110.0	173	0.161080074488
YKL164C	1170.0	53	0.154970760234
YJR135C	1030.0	38	0.158333333333
YGL213C	1710.0	79	0.198492462312
YMR076C	7720.0	239	0.187010954617
YMR183C	1720.0	32	0.108108108108
YNL027W	1160.0	152	0.223858615611
YLR291C	6650.0	78	0.204188481675
YDR210W	13100.0	13	0.171052631579
YIL122W	736.0	46	0.130681818182
YDL230W	2690.0	47	0.139880952381
YJR113C	1340.0	12	0.0483870967742
YHR041C	1720.0	11	0.0521327014218
YIL068C	1080.0	131	0.16253101737
YCL025C	21100.0	116	0.182965299685
YNL282W	1360.0	19	0.0969387755102
YBR286W	4740.0	88	0.163568773234
YDR190C	11600.0	72	0.155172413793
YAL031C	227.0	123	0.161629434954
YGR108W	300.0	74	0.156779661017
YBR264C	1360.0	28	0.14
YBR231C	1680.0	27	0.0888157894737
YBR166C	2180.0	84	0.185430463576
YDR462W	6280.0	12	0.0810810810811
YJL148W	3360.0	43	0.183760683761
YIL057C	5530.0	17	0.10303030303
YPL055C	2060.0	49	0.147147147147
YIL148W	11800.0	20	0.15503875969
YNR016C	20200.0	390	0.174574753805
YGR028W	3530.0	59	0.162534435262
YOL027C	7390.0	88	0.15331010453
YPL120W	2490.0	94	0.168458781362
YOL145C	12900.0	178	0.165120593692
YJL099W	1180.0	121	0.161981258367
YDR034W-B	861.0	11	0.211538461538
YOL110W	937.0	26	0.109243697479
YDR005C	1720.0	94	0.237373737374
YMR311C	3440.0	23	0.1
YBL039C	57600.0	94	0.162068965517
YGR188C	414.0	168	0.164383561644
YOR362C	12000.0	45	0.155709342561
YPR106W	521.0	87	0.195945945946
YLR126C	1510.0	30	0.119047619048
YDL053C	1560.0	35	0.188172043011
YML074C	9490.0	50	0.121359223301
YKR062W	1150.0	59	0.179331306991
YNL286W	1360.0	35	0.122377622378
YER010C	846.0	33	0.140425531915
YMR097C	1630.0	57	0.154891304348
YOR131C	396.0	29	0.132420091324
YGR002C	2230.0	67	0.140461215933
YEL041W	300.0	75	0.151209677419
YGR075C	2380.0	41	0.168724279835
YGR253C	17100.0	28	0.107279693487
YDR510W	2940.0	14	0.137254901961
YPL050C	1630.0	63	0.159090909091
YMR166C	2060.0	52	0.140921409214
YPR045C	3360.0	91	0.193205944798
YPL231W	17000.0	303	0.160487288136
YLR148W	2020.0	150	0.163220892274
YHR042W	46600.0	80	0.115606936416
YDL082W	133000.0	33	0.165
YKL155C	1900.0	101	0.160572337043
YBR162W-A	846.0	9	0.136363636364
YDR148C	7970.0	79	0.17025862069
YPL096W	4850.0	65	0.178571428571
YDR335W	3500.0	207	0.168979591837
YPR141C	3250.0	125	0.171232876712
YMR039C	7820.0	36	0.122866894198
YDR342C	7350.0	126	0.220665499124
YCR095C	5370.0	72	0.198347107438
YLL011W	6620.0	101	0.20612244898
YCR077C	656.0	110	0.138017565872
YNL191W	7300.0	54	0.150837988827
YJL110C	319.0	107	0.19384057971
YDR540C	172.0	25	0.138888888889
YBR001C	2500.0	153	0.19590268886
YKL108W	656.0	62	0.136563876652
YJR074W	2840.0	19	0.0867579908676
YPR127W	2190.0	52	0.150289017341
YAL012W	38300.0	40	0.101265822785
YMR288W	521.0	154	0.158436213992
YIL156W	606.0	177	0.165111940299
YKL006W	45300.0	22	0.158273381295
YOR153W	42000.0	298	0.19708994709
YMR124W	166.0	151	0.159957627119
YDR099W	47600.0	42	0.153284671533
YHR170W	11900.0	93	0.179190751445
YDR259C	1350.0	70	0.182291666667
YDR177W	8940.0	26	0.12037037037
YKL068W	358.0	192	0.2
YMR002W	6960.0	20	0.127388535032
YLR145W	556.0	19	0.0940594059406
YER081W	7670.0	95	0.202127659574
YIL096C	2960.0	72	0.213649851632
YOL046C	1780.0	41	0.182222222222
YFR011C	3550.0	25	0.146198830409
YIL074C	2010.0	88	0.187234042553
YLR457C	339.0	47	0.146875
YNL249C	1050.0	101	0.186003683241
YGR056W	259.0	172	0.185145317546
YGL065C	1840.0	95	0.188492063492
YOR052C	9520.0	29	0.192052980132
YPL078C	12900.0	43	0.175510204082
YGR116W	8890.0	232	0.159779614325
YBR185C	2720.0	47	0.168458781362
YDR019C	4090.0	46	0.114713216958
YBR150C	573.0	231	0.21095890411
YMR196W	2220.0	178	0.163452708907
YDR499W	606.0	115	0.153743315508
YCR054C	8970.0	102	0.18085106383
YDL215C	7400.0	214	0.195791399817
YDR110W	1510.0	94	0.165784832451
YDR419W	1860.0	111	0.175355450237
YOR221C	1360.0	59	0.163434903047
YOL064C	7330.0	60	0.167597765363
YBL023C	1690.0	147	0.16915995397
YOR274W	2020.0	72	0.167832167832
YOR329C	704.0	159	0.182130584192
YLR005W	2340.0	83	0.179653679654
YDR124W	3510.0	47	0.144615384615
YNL267W	1600.0	193	0.180880974695
YJL143W	1210.0	32	0.201257861635
YLR050C	358.0	22	0.135802469136
YOR124C	2420.0	246	0.193244304792
YOR296W	300.0	230	0.178294573643
YJL044C	2990.0	73	0.159041394336
YEL060C	1600.0	84	0.132075471698
YML026C	112000.0	24	0.163265306122
YPR066W	752.0	46	0.153333333333
YDR229W	2840.0	58	0.127753303965
YDL181W	981.0	10	0.116279069767
YBR022W	1170.0	31	0.174157303371
YER177W	158000.0	36	0.134328358209
YML048W	21400.0	76	0.188118811881
YBL064C	4510.0	35	0.13358778626
YHR006W	6490.0	79	0.145756457565
YGL126W	538.0	24	0.0629921259843
YLR228C	78.6	141	0.173006134969
YJR053W	1380.0	101	0.175652173913
YJL171C	5530.0	92	0.231738035264
YPL031C	6160.0	34	0.111111111111
YKL021C	3730.0	93	0.19829424307
YDL167C	3570.0	181	0.251388888889
YLR388W	6490.0	8	0.140350877193
YLR373C	2950.0	170	0.188470066519
YKR001C	5960.0	138	0.195744680851
YKR054C	195.0	740	0.180796481798
YIR034C	112000.0	59	0.157754010695
YGL013C	1300.0	198	0.185219831618
YJR068W	4610.0	53	0.149717514124
YGR207C	2400.0	42	0.160305343511
YNL052W	3670.0	25	0.162337662338
YGR091W	1260.0	67	0.135353535354
YDL232W	2430.0	4	0.108108108108
YPL119C	1480.0	116	0.187702265372
YJR148W	25900.0	64	0.16976127321
YJR082C	504.0	19	0.166666666667
YOL087C	589.0	183	0.163831692032
YNL134C	3490.0	44	0.116710875332
YBR262C	2550.0	11	0.102803738318
YPL199C	2130.0	34	0.141078838174
YDL209C	2650.0	56	0.164705882353
YIL051C	168000.0	26	0.178082191781
YNR010W	1360.0	28	0.186666666667
YDR365C	656.0	108	0.171701112878
YNL169C	1080.0	93	0.185628742515
YHR070W	4120.0	42	0.084
YDR460W	3050.0	36	0.111801242236
YNL112W	33100.0	93	0.170018281536
YOR360C	6510.0	93	0.176470588235
YOR335C	33800.0	179	0.186652763295
YER156C	6080.0	38	0.11209439528
YPL255W	922.0	64	0.165803108808
YOR095C	5680.0	40	0.15444015444
YEL038W	2850.0	35	0.15350877193
YOL025W	195.0	113	0.170953101362
YPL208W	4800.0	99	0.169520547945
YOL147C	1630.0	23	0.0970464135021
YNL280C	1600.0	70	0.159453302961
YDR007W	1850.0	37	0.164444444444
YBR233W	1590.0	63	0.152173913043
YPL122C	8900.0	87	0.169260700389
YMR313C	3210.0	111	0.172628304821
YGR120C	3270.0	35	0.133079847909
YML001W	5530.0	39	0.186602870813
YLL028W	1470.0	104	0.177172061329
YER016W	3630.0	47	0.136231884058
YHR061C	1100.0	51	0.161904761905
YDR386W	300.0	106	0.167456556082
YLR026C	300.0	34	0.099706744868
YJR065C	6650.0	73	0.162222222222
YDL131W	21900.0	61	0.138321995465
YDL033C	1510.0	54	0.129186602871
YMR255W	2730.0	28	0.148148148148
YHR209W	4380.0	62	0.212328767123
YGL247W	125.0	44	0.222222222222
YDR516C	10600.0	62	0.12375249501
YPL233W	3710.0	17	0.0783410138249
YOR063W	450.0	62	0.159793814433
YGR251W	1460.0	30	0.152284263959
YPR047W	1800.0	79	0.168085106383
YDR044W	22000.0	54	0.164133738602
YPL215W	14200.0	55	0.16369047619
YMR139W	6990.0	55	0.148247978437
YDL080C	2140.0	90	0.147540983607
YOR172W	125.0	150	0.190597204574
YOR105W	3670.0	19	0.174311926606
YPR143W	6200.0	31	0.123505976096
YNL322C	623.0	59	0.187898089172
YPL090C	66000.0	27	0.113924050633
YNL197C	5730.0	122	0.184290030211
YLR439W	7700.0	26	0.08125
YCR020C	195.0	36	0.166666666667
YLL013C	846.0	133	0.151136363636
YPR125W	11300.0	66	0.145054945055
YHR049W	14600.0	26	0.106557377049
YBR007C	377.0	147	0.199457259159
YPR178W	1770.0	74	0.158798283262
YCR020W-B	3550.0	8	0.101265822785
YLR181C	4400.0	50	0.151057401813
YBL056W	19700.0	90	0.191897654584
YJL065C	3390.0	18	0.107142857143
YKR020W	319.0	18	0.109090909091
YMR202W	2640.0	25	0.112107623318
YMR004W	2210.0	80	0.15625
YPL176C	396.0	123	0.156887755102
YHR172W	2230.0	116	0.140776699029
YKL091C	2870.0	54	0.173633440514
YDL240W	468.0	195	0.191552062868
YFR013W	1770.0	126	0.159898477157
YHR013C	3310.0	31	0.129707112971
YGL045W	784.0	76	0.139963167587
YCL035C	3030.0	11	0.0990990990991
YLR327C	504.0	11	0.126436781609
YBR229C	238.0	172	0.180104712042
YMR100W	125.0	104	0.167471819646
YML128C	1070.0	78	0.151750972763
YLR455W	2610.0	44	0.144262295082
YNL247W	23000.0	126	0.1640625
YFR028C	8550.0	101	0.182971014493
YDR292C	2000.0	106	0.170418006431
YMR194W	31600.0	14	0.138613861386
YMR167W	319.0	130	0.168831168831
YOR249C	259.0	124	0.180758017493
YOR140W	1040.0	122	0.159061277705
YDR391C	6020.0	41	0.175965665236
YOR276W	26900.0	32	0.197530864198
YMR309C	78900.0	143	0.175891758918
YOR089C	8760.0	28	0.132701421801
YBL021C	2510.0	13	0.0896551724138
YHR215W	3290.0	74	0.15811965812
YLL045C	80200.0	38	0.147859922179
YNL261W	768.0	98	0.204166666667
YDR065W	1670.0	50	0.136612021858
YKR078W	1270.0	84	0.143344709898
YDR272W	13700.0	50	0.181818181818
YML020W	377.0	96	0.144360902256
YLR103C	1730.0	96	0.147465437788
YEL062W	319.0	121	0.196428571429
YPR031W	172.0	144	0.192256341789
YLR038C	1390.0	15	0.178571428571
YNL096C	43500.0	19	0.0994764397906
YDR038C	606.0	199	0.182234432234
YBR024W	1480.0	52	0.172185430464
YER171W	14400.0	136	0.17458279846
YDL047W	3970.0	43	0.137820512821
YML046W	4460.0	124	0.196825396825
YMR276W	3930.0	27	0.072192513369
YKL027W	1170.0	65	0.145089285714
YJL173C	4280.0	11	0.0894308943089
YDR152W	10300.0	29	0.109022556391
YKL127W	9820.0	93	0.162872154116
YDR309C	1130.0	76	0.197916666667
YLR386W	12400.0	147	0.16685584563
YER044C	377.0	27	0.181208053691
YMR072W	3810.0	27	0.146739130435
YJR033C	149.0	252	0.185567010309
YGL011C	15200.0	46	0.181818181818
YIR036C	1620.0	18	0.0681818181818
YMR123W	5750.0	17	0.138211382114
YGR209C	17200.0	15	0.142857142857
YLR183C	284.0	98	0.2
YLR240W	1080.0	132	0.150684931507
YOR039W	7160.0	40	0.15444015444
